# Chunk-averaged data for fix 11 and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_temp1
2000000 100 48491.00000000001
  1 0.005 480 0
  2 0.015 504 0
  3 0.025 479 399.533
  4 0.035 489.766 399.59
  5 0.045 485.234 399.642
  6 0.055 475.428 399.496
  7 0.065 495.998 396.878
  8 0.075 473.634 395.756
  9 0.085 485.314 393.113
  10 0.095 492.627 392.295
  11 0.105 477.43 391.613
  12 0.115 499.632 391.086
  13 0.125 476.235 390.232
  14 0.135 486.848 389.149
  15 0.145 485.657 387.365
  16 0.155 478.525 386.332
  17 0.165 490.918 385.026
  18 0.175 483.095 384.377
  19 0.185 474.277 382.407
  20 0.195 491.194 379.813
  21 0.205 477.145 378.081
  22 0.215 487.535 376.403
  23 0.225 486.28 374.904
  24 0.235 479.317 373.012
  25 0.245 492.147 370.828
  26 0.255 479.053 369.671
  27 0.265 481.285 367.245
  28 0.275 490.164 366.115
  29 0.285 479.593 364.727
  30 0.295 491.295 362.66
  31 0.305 477.827 361.796
  32 0.315 483.211 359.175
  33 0.325 490.147 357.831
  34 0.335 476.537 355.701
  35 0.345 490.625 353.624
  36 0.355 480.167 352.448
  37 0.365 483.726 349.433
  38 0.375 489.945 347.384
  39 0.385 477.496 345.55
  40 0.395 482.949 344.579
  41 0.405 480.501 341.107
  42 0.415 483.684 338.969
  43 0.425 493.159 338.414
  44 0.435 481.827 336.762
  45 0.445 490.401 335.14
  46 0.455 486.354 333.72
  47 0.465 483.931 331.35
  48 0.475 487.171 329.998
  49 0.485 477.613 327.882
  50 0.495 490.026 325.156
  51 0.505 485.997 323.747
  52 0.515 483.507 323.048
  53 0.525 489.133 321.243
  54 0.535 483.289 319.624
  55 0.545 489.893 319.09
  56 0.555 481.735 317.229
  57 0.565 484.012 315.62
  58 0.575 489.06 313.275
  59 0.585 482.495 310.971
  60 0.595 482.225 308.583
  61 0.605 487.103 305.096
  62 0.615 480.516 302.764
  63 0.625 493.312 301.909
  64 0.635 479.43 299.115
  65 0.645 482.777 296.377
  66 0.655 484.682 293.163
  67 0.665 481.392 288.119
  68 0.675 490.956 285.705
  69 0.685 481.555 284.132
  70 0.695 481.351 280.643
  71 0.705 484.318 275.175
  72 0.715 481.804 271.897
  73 0.725 492.819 270.245
  74 0.735 478.024 267.074
  75 0.745 485.393 262.617
  76 0.755 488.274 260.761
  77 0.765 483.951 258.599
  78 0.775 485.79 255.446
  79 0.785 483.079 252.736
  80 0.795 484.117 250.473
  81 0.805 483.477 246.953
  82 0.815 482.257 243.522
  83 0.825 491.007 240.98
  84 0.835 482.194 240.196
  85 0.845 488.427 236.458
  86 0.855 484.39 233.553
  87 0.865 481.61 230.4
  88 0.875 494.614 228.929
  89 0.885 475.036 226.701
  90 0.895 484.398 219.388
  91 0.905 484.664 214.419
  92 0.915 488.219 212.384
  93 0.925 489.796 209.567
  94 0.935 482.021 205.946
  95 0.945 490.98 200.338
  96 0.955 476.866 199.819
  97 0.965 494.134 199.807
  98 0.975 475.001 199.746
  99 0.985 495 0
  100 0.995 489 0
