# Chunk-averaged data for fix 11 and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_temp1
5000000 100 9717.000000000002
  1 0.005 96 0
  2 0.015 96 0
  3 0.025 95 399.318
  4 0.035 96 399.063
  5 0.045 95.1522 398.306
  6 0.055 98.6875 394.678
  7 0.065 108.529 383.037
  8 0.075 101.473 380.241
  9 0.085 96.1583 379.814
  10 0.095 96.0004 379.18
  11 0.105 96 378.314
  12 0.115 94 376.227
  13 0.125 95 372.112
  14 0.135 95.0009 368.398
  15 0.145 94.9993 365.878
  16 0.155 96.0228 364.431
  17 0.165 96.3569 362.714
  18 0.175 96.269 360.355
  19 0.185 97.7272 357.074
  20 0.195 105.87 351.376
  21 0.205 98.955 348.414
  22 0.215 95.757 346.282
  23 0.225 95.0404 344.094
  24 0.235 96.0015 342.742
  25 0.245 93.9944 340.627
  26 0.255 94.0056 334.607
  27 0.265 96 332.337
  28 0.275 94 330.368
  29 0.285 95.0021 327.003
  30 0.295 95.1313 324.897
  31 0.305 97.0879 322.438
  32 0.315 103.122 320.308
  33 0.325 106.357 318.87
  34 0.335 97.0334 317.497
  35 0.345 96.2431 315.714
  36 0.355 95.0227 313.077
  37 0.365 95.0004 310.121
  38 0.375 96 309.152
  39 0.385 95 309.134
  40 0.395 95 307.894
  41 0.405 96.0001 305.285
  42 0.415 96.0187 304.915
  43 0.425 95.617 303.417
  44 0.435 102.555 302.334
  45 0.445 103.754 299.794
  46 0.455 98.9956 296.792
  47 0.465 97.9859 293.633
  48 0.475 93.654 291.549
  49 0.485 96.4192 289.702
  50 0.495 94.9997 288.2
  51 0.505 95.0085 285.478
  52 0.515 93.9918 281.865
  53 0.525 95 279.874
  54 0.535 96.004 277.984
  55 0.545 95.1736 275.981
  56 0.555 97.9807 274.932
  57 0.565 100.541 273.244
  58 0.575 105.371 269.339
  59 0.585 99.5427 267.814
  60 0.595 96.3707 266.366
  61 0.605 96.0158 265.635
  62 0.615 94.9972 264.785
  63 0.625 96.0028 263.406
  64 0.635 96 263.129
  65 0.645 96.0276 262.608
  66 0.655 94.9729 261.594
  67 0.665 96.0549 260.664
  68 0.675 97.3791 260.506
  69 0.685 103.09 259.206
  70 0.695 105.114 257.429
  71 0.705 98.9602 256.041
  72 0.715 96.3841 254.439
  73 0.725 95.0176 252.727
  74 0.735 96.0003 252.663
  75 0.745 96 252.281
  76 0.755 96 251.944
  77 0.765 95 250.97
  78 0.775 94 247.59
  79 0.785 94.0027 243.539
  80 0.795 95.2913 238.692
  81 0.805 101.69 237.384
  82 0.815 103.88 234.313
  83 0.825 99.6636 230.441
  84 0.835 97.3744 227.19
  85 0.845 96.0964 225.77
  86 0.855 96.0011 225.478
  87 0.865 94.9998 224.33
  88 0.875 95.0002 221.742
  89 0.885 95 219.54
  90 0.895 95 217.156
  91 0.905 96 215.652
  92 0.915 96.0001 214.795
  93 0.925 96.2847 214.463
  94 0.935 108.104 213.666
  95 0.945 107.527 205.542
  96 0.955 95.0844 201.389
  97 0.965 96 200.452
  98 0.975 96 200.09
  99 0.985 96 0
  100 0.995 96 0
