LAMMPS data file. CGCMM style. atom_style atomic generated by VMD/TopoTools v1.8 on Tue Jun 18 08:51:01 +0800 2024
 9792 atoms
 0 bonds
 0 angles
 0 dihedrals
 0 impropers
 1 atom types
 0 bond types
 0 angle types
 0 dihedral types
 0 improper types
 -1.325127 498.674873  xlo xhi
 -0.184999 49.815001  ylo yhi
 -250.000000 250.000000  zlo zhi

# Pair Coeffs
#
# 1  CA

 Masses

 1 12.010700 # CA

 Atoms # atomic

1 1 0.000000 0.000000 0.000000 # CA
2 1 -1.228024 0.709000 0.000000 # CA
3 1 -1.228024 2.127000 0.000000 # CA
4 1 0.000000 2.836000 0.000000 # CA
5 1 2.456048 0.000000 0.000000 # CA
6 1 1.228024 0.709000 0.000000 # CA
7 1 1.228024 2.127000 0.000000 # CA
8 1 2.456048 2.836000 0.000000 # CA
9 1 4.912096 0.000000 0.000000 # CA
10 1 3.684072 0.709000 0.000000 # CA
11 1 3.684072 2.127000 0.000000 # CA
12 1 4.912096 2.836000 0.000000 # CA
13 1 7.368144 0.000000 0.000000 # CA
14 1 6.140120 0.709000 0.000000 # CA
15 1 6.140120 2.127000 0.000000 # CA
16 1 7.368144 2.836000 0.000000 # CA
17 1 9.824192 0.000000 0.000000 # CA
18 1 8.596169 0.709000 0.000000 # CA
19 1 8.596169 2.127000 0.000000 # CA
20 1 9.824192 2.836000 0.000000 # CA
21 1 12.280240 0.000000 0.000000 # CA
22 1 11.052217 0.709000 0.000000 # CA
23 1 11.052217 2.127000 0.000000 # CA
24 1 12.280240 2.836000 0.000000 # CA
25 1 14.736288 0.000000 0.000000 # CA
26 1 13.508265 0.709000 0.000000 # CA
27 1 13.508265 2.127000 0.000000 # CA
28 1 14.736288 2.836000 0.000000 # CA
29 1 17.192337 0.000000 0.000000 # CA
30 1 15.964313 0.709000 0.000000 # CA
31 1 15.964313 2.127000 0.000000 # CA
32 1 17.192337 2.836000 0.000000 # CA
33 1 19.648384 0.000000 0.000000 # CA
34 1 18.420361 0.709000 0.000000 # CA
35 1 18.420361 2.127000 0.000000 # CA
36 1 19.648384 2.836000 0.000000 # CA
37 1 22.104433 0.000000 0.000000 # CA
38 1 20.876408 0.709000 0.000000 # CA
39 1 20.876408 2.127000 0.000000 # CA
40 1 22.104433 2.836000 0.000000 # CA
41 1 24.560480 0.000000 0.000000 # CA
42 1 23.332457 0.709000 0.000000 # CA
43 1 23.332457 2.127000 0.000000 # CA
44 1 24.560480 2.836000 0.000000 # CA
45 1 27.016529 0.000000 0.000000 # CA
46 1 25.788504 0.709000 0.000000 # CA
47 1 25.788504 2.127000 0.000000 # CA
48 1 27.016529 2.836000 0.000000 # CA
49 1 29.472576 0.000000 0.000000 # CA
50 1 28.244553 0.709000 0.000000 # CA
51 1 28.244553 2.127000 0.000000 # CA
52 1 29.472576 2.836000 0.000000 # CA
53 1 31.928625 0.000000 0.000000 # CA
54 1 30.700600 0.709000 0.000000 # CA
55 1 30.700600 2.127000 0.000000 # CA
56 1 31.928625 2.836000 0.000000 # CA
57 1 34.384674 0.000000 0.000000 # CA
58 1 33.156647 0.709000 0.000000 # CA
59 1 33.156647 2.127000 0.000000 # CA
60 1 34.384674 2.836000 0.000000 # CA
61 1 36.840721 0.000000 0.000000 # CA
62 1 35.612698 0.709000 0.000000 # CA
63 1 35.612698 2.127000 0.000000 # CA
64 1 36.840721 2.836000 0.000000 # CA
65 1 39.296768 0.000000 0.000000 # CA
66 1 38.068745 0.709000 0.000000 # CA
67 1 38.068745 2.127000 0.000000 # CA
68 1 39.296768 2.836000 0.000000 # CA
69 1 41.752815 0.000000 0.000000 # CA
70 1 40.524792 0.709000 0.000000 # CA
71 1 40.524792 2.127000 0.000000 # CA
72 1 41.752815 2.836000 0.000000 # CA
73 1 44.208866 0.000000 0.000000 # CA
74 1 42.980843 0.709000 0.000000 # CA
75 1 42.980843 2.127000 0.000000 # CA
76 1 44.208866 2.836000 0.000000 # CA
77 1 46.664913 0.000000 0.000000 # CA
78 1 45.436890 0.709000 0.000000 # CA
79 1 45.436890 2.127000 0.000000 # CA
80 1 46.664913 2.836000 0.000000 # CA
81 1 49.120960 0.000000 0.000000 # CA
82 1 47.892937 0.709000 0.000000 # CA
83 1 47.892937 2.127000 0.000000 # CA
84 1 49.120960 2.836000 0.000000 # CA
85 1 51.577007 0.000000 0.000000 # CA
86 1 50.348984 0.709000 0.000000 # CA
87 1 50.348984 2.127000 0.000000 # CA
88 1 51.577007 2.836000 0.000000 # CA
89 1 54.033058 0.000000 0.000000 # CA
90 1 52.805035 0.709000 0.000000 # CA
91 1 52.805035 2.127000 0.000000 # CA
92 1 54.033058 2.836000 0.000000 # CA
93 1 56.489105 0.000000 0.000000 # CA
94 1 55.261082 0.709000 0.000000 # CA
95 1 55.261082 2.127000 0.000000 # CA
96 1 56.489105 2.836000 0.000000 # CA
97 1 58.945152 0.000000 0.000000 # CA
98 1 57.717129 0.709000 0.000000 # CA
99 1 57.717129 2.127000 0.000000 # CA
100 1 58.945152 2.836000 0.000000 # CA
101 1 61.401199 0.000000 0.000000 # CA
102 1 60.173176 0.709000 0.000000 # CA
103 1 60.173176 2.127000 0.000000 # CA
104 1 61.401199 2.836000 0.000000 # CA
105 1 63.857250 0.000000 0.000000 # CA
106 1 62.629227 0.709000 0.000000 # CA
107 1 62.629227 2.127000 0.000000 # CA
108 1 63.857250 2.836000 0.000000 # CA
109 1 66.313293 0.000000 0.000000 # CA
110 1 65.085274 0.709000 0.000000 # CA
111 1 65.085274 2.127000 0.000000 # CA
112 1 66.313293 2.836000 0.000000 # CA
113 1 68.769348 0.000000 0.000000 # CA
114 1 67.541321 0.709000 0.000000 # CA
115 1 67.541321 2.127000 0.000000 # CA
116 1 68.769348 2.836000 0.000000 # CA
117 1 71.225395 0.000000 0.000000 # CA
118 1 69.997368 0.709000 0.000000 # CA
119 1 69.997368 2.127000 0.000000 # CA
120 1 71.225395 2.836000 0.000000 # CA
121 1 73.681442 0.000000 0.000000 # CA
122 1 72.453415 0.709000 0.000000 # CA
123 1 72.453415 2.127000 0.000000 # CA
124 1 73.681442 2.836000 0.000000 # CA
125 1 76.137489 0.000000 0.000000 # CA
126 1 74.909462 0.709000 0.000000 # CA
127 1 74.909462 2.127000 0.000000 # CA
128 1 76.137489 2.836000 0.000000 # CA
129 1 78.593536 0.000000 0.000000 # CA
130 1 77.365517 0.709000 0.000000 # CA
131 1 77.365517 2.127000 0.000000 # CA
132 1 78.593536 2.836000 0.000000 # CA
133 1 81.049583 0.000000 0.000000 # CA
134 1 79.821564 0.709000 0.000000 # CA
135 1 79.821564 2.127000 0.000000 # CA
136 1 81.049583 2.836000 0.000000 # CA
137 1 83.505630 0.000000 0.000000 # CA
138 1 82.277611 0.709000 0.000000 # CA
139 1 82.277611 2.127000 0.000000 # CA
140 1 83.505630 2.836000 0.000000 # CA
141 1 85.961685 0.000000 0.000000 # CA
142 1 84.733658 0.709000 0.000000 # CA
143 1 84.733658 2.127000 0.000000 # CA
144 1 85.961685 2.836000 0.000000 # CA
145 1 88.417732 0.000000 0.000000 # CA
146 1 87.189705 0.709000 0.000000 # CA
147 1 87.189705 2.127000 0.000000 # CA
148 1 88.417732 2.836000 0.000000 # CA
149 1 90.873779 0.000000 0.000000 # CA
150 1 89.645752 0.709000 0.000000 # CA
151 1 89.645752 2.127000 0.000000 # CA
152 1 90.873779 2.836000 0.000000 # CA
153 1 93.329826 0.000000 0.000000 # CA
