Time  E1  E2
0  -0  -0
2000  -11.7487058391483  12.1152549040718
4000  -30.4230420237578  26.9861738732846
6000  -44.0545059523192  37.9726489047882
8000  -62.7812050641948  56.8916924457437
10000  -81.3515070972082  70.7957965748405
12000  -94.8964618002779  91.0688531414124
14000  -117.556073652504  105.704770171307
16000  -134.852427850529  126.565962762325
18000  -143.707834850029  141.052711133105
20000  -156.776650134205  155.474580321136
22000  -169.167394834883  166.082593610593
24000  -188.354008949212  176.520937643096
26000  -198.814241545012  189.474915260823
28000  -213.643992881486  200.337211490855
30000  -218.801888218319  218.428890220402
32000  -231.177178229558  230.675480227868
34000  -251.144181445165  243.847371659167
36000  -268.649922796497  260.54417494996
38000  -283.23393032682  269.790118657546
40000  -299.230180349905  287.312234436318
42000  -315.340453057693  303.257927772378
44000  -327.930759131984  320.815589127891
46000  -337.915244315604  335.838936396243
48000  -351.816203956883  350.704466573993
50000  -372.515490875507  356.396494453642
52000  -389.892082528511  370.125650758172
54000  -408.878776065037  387.160111594286
56000  -420.629162174354  403.414490493457
58000  -437.025662875807  425.786350276012
60000  -452.442462645468  440.837630174167
62000  -455.361026660811  451.744676674409
64000  -455.639105852144  468.998827350658
66000  -462.96923032159  478.867123282487
68000  -485.719753579668  488.176189504661
70000  -498.266303046273  500.075123655395
72000  -512.909273539326  515.507077028658
74000  -528.750506774107  518.756860719737
76000  -546.591132332898  534.987066689447
78000  -555.228872928572  554.377880799333
80000  -575.413971547507  569.508493886216
82000  -592.736412082863  581.755772828527
84000  -594.42636836671  594.624171989338
86000  -602.360020676903  607.204806798389
88000  -628.180920033696  614.310480818711
90000  -643.044442272712  627.397372119409
92000  -660.977184711024  638.281211476503
94000  -677.556973269486  660.02852036425
96000  -690.832962585334  682.966420253211
98000  -708.549555302964  699.847444503358
100000  -718.572529547201  715.850043255228
102000  -737.239530800391  723.671563198157
104000  -755.957953511763  738.6771497579
106000  -764.97407893959  754.181392655208
108000  -775.094899340131  775.594340272329
110000  -794.946150443533  791.457499543752
112000  -804.159635927181  804.421657444132
114000  -821.750746916817  815.942087985276
116000  -829.609803549049  837.623749662409
118000  -846.451876502755  845.993885402521
120000  -858.089179809152  854.642882572182
122000  -880.452214529561  875.26628365372
124000  -900.721847890645  894.063598508481
126000  -916.118980597485  910.972705741829
128000  -933.965973910547  928.795241065802
130000  -950.00998062808  950.053885885617
132000  -960.998636997178  965.788258283273
134000  -979.010168278253  979.652649345652
136000  -995.44898787719  991.457453127607
138000  -1011.37420025231  1009.33178342687
140000  -1028.33143841516  1020.31513086267
142000  -1044.24835619708  1035.62187839262
144000  -1059.059302514  1049.55550322687
146000  -1077.31320176771  1070.73913006863
148000  -1088.73028439783  1087.0396481327
150000  -1103.55247491211  1097.49519866642
152000  -1113.77954047879  1109.53092673705
154000  -1129.56794743399  1123.34514724528
156000  -1144.69663305615  1137.23952986187
158000  -1159.65353342909  1155.53971281727
160000  -1172.01983376509  1169.29912679098
162000  -1183.79950329811  1179.46061673802
164000  -1197.27338825456  1191.49724493594
166000  -1215.27644950137  1207.94221750119
168000  -1227.1967687151  1214.84533027151
170000  -1236.94994377437  1226.60326858833
172000  -1250.18342683046  1237.89358643372
174000  -1257.67255398176  1250.42555076361
176000  -1268.91792625379  1265.89430208095
178000  -1278.001980981  1276.75194278296
180000  -1294.22710462815  1287.66440824093
182000  -1306.15403431888  1302.08141424078
184000  -1316.5891569898  1314.35571287168
186000  -1327.89432499283  1327.69596615384
188000  -1342.37375355937  1339.7776481626
190000  -1356.44435237631  1352.78731221968
192000  -1370.32414832317  1365.85056327078
194000  -1378.32135790085  1378.43107131378
196000  -1391.2557916202  1388.65691080448
198000  -1399.17667452612  1406.76795437532
200000  -1419.09310477829  1415.90634556412
202000  -1434.38015123435  1428.27987953013
204000  -1444.45020733063  1439.1886197691
206000  -1459.13421957983  1456.25575936211
208000  -1473.07981496055  1472.13109107048
210000  -1491.86380144213  1484.1332399734
212000  -1508.58757362417  1499.90964423202
214000  -1520.27567623946  1514.05437487892
216000  -1540.77265348733  1527.07732396054
218000  -1553.25657489142  1536.88324905913
220000  -1561.10931625407  1551.83987623337
222000  -1571.54814188729  1568.60640872736
224000  -1581.23550467316  1581.03274034833
226000  -1589.78012417919  1580.29105269345
228000  -1600.06204030172  1595.28247096569
230000  -1615.49444759626  1608.11792818017
232000  -1623.4317516044  1620.36367778349
234000  -1634.04069640967  1637.06426072455
236000  -1653.06713754553  1655.27206826134
238000  -1673.71587913899  1664.49707614025
240000  -1677.70793386094  1682.34207942362
242000  -1692.9565617308  1689.69942287408
244000  -1702.08998518697  1699.33518340185
246000  -1718.63969830629  1711.53087213768
248000  -1734.81268007093  1721.76335128915
250000  -1740.31069241753  1732.7104508272
252000  -1756.45577125643  1742.42366141807
254000  -1766.62475854248  1760.30288911253
256000  -1777.40174096637  1778.52547683292
258000  -1794.42912921924  1793.96928156426
260000  -1807.09581837737  1808.35689724334
262000  -1821.63675143055  1818.91346653659
264000  -1835.34274108703  1827.31103268907
266000  -1853.6541511452  1841.96820665972
268000  -1870.48329035173  1858.69204894261
270000  -1891.62679281319  1878.6529456955
272000  -1910.2762186929  1901.59500756597
274000  -1923.60549852368  1913.23231986643
276000  -1936.7268403278  1924.65496697672
278000  -1946.28204361697  1939.60981753561
280000  -1957.55340729021  1960.32115736097
282000  -1973.36415596286  1968.75651830511
284000  -1989.03137150206  1983.38695163508
286000  -1992.18717873709  1991.06849338029
288000  -2001.28349008838  2005.27742651377
290000  -2007.84181251888  2012.8691748522
292000  -2027.09149655629  2026.34253103331
294000  -2048.49369770457  2035.48456304082
296000  -2055.34889077831  2050.54926700332
298000  -2068.22622247036  2070.1703163385
300000  -2081.10832690409  2080.06807123958
302000  -2096.43357336296  2093.3062238376
304000  -2108.35836338492  2110.10708761308
306000  -2129.36516794839  2118.37199358241
308000  -2147.39537179495  2136.94203141807
310000  -2160.66428367578  2149.25607390883
312000  -2183.08624671488  2166.62409055136
314000  -2199.00695777918  2184.95821132972
316000  -2217.98607003055  2201.14729173161
318000  -2225.40040150225  2220.50041857517
320000  -2236.87552063496  2229.41343635246
322000  -2252.8635411434  2240.77423063877
324000  -2271.22895666215  2249.29372365766
326000  -2285.82580764979  2263.19058099926
328000  -2292.50715324009  2283.44644818443
330000  -2310.23101781604  2299.66516916657
332000  -2318.04714093913  2315.4813498271
334000  -2327.66569758595  2327.51040142745
336000  -2339.7822663715  2341.82675885805
338000  -2357.60684931317  2355.28673741774
340000  -2372.97172465605  2368.13459921702
342000  -2381.62652628469  2381.12961091459
344000  -2397.38605573462  2397.41307067893
346000  -2419.41526459145  2415.60014471838
348000  -2425.57024382005  2429.8295632251
350000  -2436.66969338357  2439.77057788853
352000  -2459.29214964197  2447.20479683744
